4K频道,#genre#
NewTV超级电影,http://192.168.5.3:50101/TVOD/2000000003000000031/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV超级电影,http://192.168.5.3:50101/TVOD/1000000001000012884/ystenlive/index.m3u8$4M1080_易视腾
NewTV超级电影,http://192.168.5.3:50101/TVOD/1000000004000002120/ystenlive/index.m3u8$4M1080_易视腾
NewTV超级体育,http://192.168.5.3:50101/TVOD/1000000001000009601/ystenlive/index.m3u8$8M1080_易视腾
NewTV超级体育,http://192.168.5.3:50101/TVOD/2000000003000000030/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV超级体育,http://192.168.5.3:50101/TVOD/1000000001000009204/ystenlive/index.m3u8$4M1080_易视腾
NewTV超级体育,http://192.168.5.3:50101/TVOD/1000000004000007755/ystenlive/index.m3u8$4M1080_易视腾
NewTV超级综艺,http://192.168.5.3:50101/TVOD/1000000006000268002/ystenlive/index.m3u8$8M1080_易视腾
NewTV超级综艺,http://192.168.5.3:50101/TVOD/2000000003000000029/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV超级综艺,http://192.168.5.3:50101/TVOD/1000000001000025771/ystenlive/index.m3u8$4M1080_易视腾
NewTV超级综艺,http://192.168.5.3:50101/TVOD/1000000004000023658/ystenlive/index.m3u8$4M1080_易视腾
NewTV潮妈辣婆,http://192.168.5.3:50101/TVOD/2000000003000000018/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV东北剧场,http://192.168.5.3:50101/TVOD/1000000005000266013/ystenlive/index.m3u8$4M1080_易视腾
NewTV东北热剧,http://192.168.5.3:50101/TVOD/2000000003000000051/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV动作电影,http://192.168.5.3:50101/TVOD/2000000003000000017/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV动作电影,http://192.168.5.3:50101/TVOD/1000000004000018653/ystenlive/index.m3u8$4M1080_易视腾
NewTV古装剧场,http://192.168.5.3:50101/TVOD/2000000003000000024/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV欢乐剧场,http://192.168.5.3:50101/TVOD/2000000003000000050/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV欢乐剧场,http://192.168.5.3:50101/TVOD/1000000005000266012/ystenlive/index.m3u8$4M1080_易视腾
NewTV家庭剧场,http://192.168.5.3:50101/TVOD/2000000003000000012/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV家庭剧场,http://192.168.5.3:50101/TVOD/1000000004000008284/ystenlive/index.m3u8$4M1080_易视腾
NewTV金牌综艺,http://192.168.5.3:50101/TVOD/2000000003000000005/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV金牌综艺,http://192.168.5.3:50101/TVOD/1000000004000026167/ystenlive/index.m3u8$4M1080_易视腾
NewTV惊悚悬疑,http://192.168.5.3:50101/TVOD/2000000003000000015/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV惊悚悬疑,http://192.168.5.3:50101/TVOD/1000000004000024282/ystenlive/index.m3u8$4M1080_易视腾
NewTV精品大剧,http://192.168.5.3:50101/TVOD/2000000003000000020/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV精品大剧,http://192.168.5.3:50101/TVOD/1000000004000013968/ystenlive/index.m3u8$4M1080_易视腾
NewTV精品纪录,http://192.168.5.3:50101/TVOD/1000000004000013730/ystenlive/index.m3u8$4M1080_易视腾
NewTV精品记录,http://192.168.5.3:50101/TVOD/2000000003000000019/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV精品萌宠,http://192.168.5.3:50101/TVOD/2000000003000000067/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV精品萌宠,http://192.168.5.3:50101/TVOD/1000000006000032328/ystenlive/index.m3u8$4M1080_易视腾
NewTV精品体育,http://192.168.5.3:50101/TVOD/2000000003000000021/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV精品体育,http://192.168.5.3:50101/TVOD/1000000004000014634/ystenlive/index.m3u8$4M1080_易视腾
NewTV精品综合,http://192.168.5.3:50101/TVOD/2000000003000000008/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV精品综合,http://192.168.5.3:50101/TVOD/1000000004000019008/ystenlive/index.m3u8$4M1080_易视腾
NewTV军旅剧场,http://192.168.5.3:50101/TVOD/2000000003000000014/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV军事评论,http://192.168.5.3:50101/TVOD/2000000003000000022/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV魅力潇湘,http://192.168.5.3:50101/TVOD/2000000003000000041/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV魅力潇湘,http://192.168.5.3:50101/TVOD/1000000001000006197/ystenlive/index.m3u8$4M1080_易视腾
NewTV魅力潇湘,http://192.168.5.3:50101/TVOD/1000000005000266014/ystenlive/index.m3u8$4M1080_易视腾
NewTV明星大片,http://192.168.5.3:50101/TVOD/2000000003000000016/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV农业致富,http://192.168.5.3:50101/TVOD/2000000003000000003/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV武博世界,http://192.168.5.3:50101/TVOD/2000000003000000007/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV炫舞未来,http://192.168.5.3:50101/TVOD/2000000003000000044/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV炫舞未来,http://192.168.5.3:50101/TVOD/1000000001000000515/ystenlive/index.m3u8$4M1080_易视腾
NewTV怡伴健康,http://192.168.5.3:50101/TVOD/2000000003000000023/hnbblive/index.m3u8$4M1080_湖南bblive
NewTV怡伴健康,http://192.168.5.3:50101/TVOD/1000000005000266011/ystenlive/index.m3u8$4M1080_易视腾
NewTV中国功夫,http://192.168.5.3:50101/TVOD/2000000003000000009/hnbblive/index.m3u8$4M1080_湖南bblive
SiTV频道,#genre#
SiTV动漫秀场,http://192.168.5.3:50101/TVOD/5000000011000031113/bestzb/index.m3u8$7M1080_百视通
SiTV动漫秀场,http://192.168.5.3:50101/TVOD/5000000002000023636/bestzb/index.m3u8$4M1080_百视通
SiTV动漫秀场,http://192.168.5.3:50101/TVOD/2000000002000000009/hnbblive/index.m3u8$2.5M576_湖南bblive
SiTV都市剧场,http://192.168.5.3:50101/TVOD/5000000011000031111/bestzb/index.m3u8$7M1080_百视通
SiTV都市剧场,http://192.168.5.3:50101/TVOD/5000000002000004412/bestzb/index.m3u8$4M1080_百视通
SiTV都市剧场,http://192.168.5.3:50101/TVOD/2000000002000000015/hnbblive/index.m3u8$2.5M576_湖南bblive
SiTV法治天地,http://192.168.5.3:50101/TVOD/9001547084732463424/bestzb/index.m3u8$7M1080_百视通
SiTV欢笑剧场,http://192.168.5.3:50101/TVOD/5000000002000009455/bestzb/index.m3u8$4M1080_百视通
SiTV欢笑剧场,http://192.168.5.3:50101/TVOD/2000000002000000016/hnbblive/index.m3u8$3.5M1080_湖南bblive
SiTV金色学堂,http://192.168.5.3:50101/TVOD/5000000010000026105/bestzb/index.m3u8$7M1080_百视通
SiTV金色学堂,http://192.168.5.3:50101/TVOD/2000000002000000061/hnbblive/index.m3u8$7M1080_湖南bblive
SiTV劲爆体育,http://192.168.5.3:50101/TVOD/5000000002000029972/bestzb/index.m3u8$4M1080_百视通
SiTV劲爆体育,http://192.168.5.3:50101/TVOD/2000000002000000008/hnbblive/index.m3u8$1.2M540_湖南bblive
SiTV乐游,http://192.168.5.3:50101/TVOD/5000000011000031112/bestzb/index.m3u8$7M1080_百视通
SiTV乐游,http://192.168.5.3:50101/TVOD/2000000002000000092/hnbblive/index.m3u8$7M1080_湖南bblive
SiTV乐游,http://192.168.5.3:50101/TVOD/5000000006000040025/bestzb/index.m3u8$4M1080_百视通
SiTV乐游,http://192.168.5.3:50101/TVOD/2000000002000000059/hnbblive/index.m3u8$1.2M576_湖南bblive
SiTV魅力足球,http://192.168.5.3:50101/TVOD/5000000011000031207/bestzb/index.m3u8$7M1080_百视通
SiTV魅力足球,http://192.168.5.3:50101/TVOD/2000000002000000068/hnbblive/index.m3u8$7M1080_湖南bblive
SiTV七彩戏剧,http://192.168.5.3:50101/TVOD/5000000011000031116/bestzb/index.m3u8$7M1080_百视通
SiTV七彩戏剧,http://192.168.5.3:50101/TVOD/2000000002000000010/hnbblive/index.m3u8$7M1080_湖南bblive
SiTV生活时尚,http://192.168.5.3:50101/TVOD/5000000002000019634/bestzb/index.m3u8$4M1080_百视通
SiTV生活时尚,http://192.168.5.3:50101/TVOD/2000000002000000006/hnbblive/index.m3u8$2.5M720_湖南bblive
SiTV游戏风云,http://192.168.5.3:50101/TVOD/5000000011000031114/bestzb/index.m3u8$7M1080_百视通
SiTV游戏风云,http://192.168.5.3:50101/TVOD/5000000002000027005/bestzb/index.m3u8$4M1080_百视通
SiTV游戏风云,http://192.168.5.3:50101/TVOD/2000000002000000011/hnbblive/index.m3u8$2.5M576_湖南bblive
